,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
536,37,2247,416.0,1237,397,4.45,0,161900
537,37,1755,327.0,882,350,4.59,0,166600
538,29,2001,373.0,956,370,4.317,0,194000
539,27,2491,428.0,1171,431,5.1021,2,202800
540,32,3012,527.0,1288,512,3.6449,0,211500
541,28,4035,641.0,1881,659,5.4607,2,192300
542,23,2293,411.0,969,399,4.4536,2,184000
543,28,2839,428.0,1372,443,6.2135,2,217200
544,28,1900,401.0,918,351,3.7841,0,144900
545,18,2739,393.0,1072,374,6.1436,2,259500
546,28,1433,290.0,877,313,4.7891,2,184800
547,22,2987,537.8705525375618,1420,540,3.65,2,204100
548,26,2714,390.0,1232,409,5.9617,2,231100
549,26,2738,428.0,1316,430,5.2442,2,213200
550,22,2823,509.0,1271,474,5.1333,2,207200
551,30,3320,589.0,1470,543,4.6071,2,184100
552,32,3364,666.0,1980,678,3.7,2,179000
553,28,4071,713.0,2033,647,4.5833,2,190700
554,13,3216,765.0,1627,715,3.0859,2,167800
555,16,3324,479.0,1470,461,7.6166,2,260400
556,17,2756,423.0,1228,426,5.5872,2,200600
557,14,6290,854.0,2724,820,6.7371,2,267400
558,16,2984,406.0,1317,397,6.7821,2,265900
559,34,3259,498.0,1250,478,5.3794,0,206200
560,36,2342,436.0,1191,416,4.0,0,171000
561,26,2470,626.0,1174,573,2.9861,0,160900
562,20,3968,931.0,2629,903,2.9915,0,166700
563,16,2913,723.0,1705,693,2.9097,0,106300
564,35,2190,384.0,1154,401,3.8456,0,159800
565,27,2587,729.0,1500,623,1.837,0,175000
566,27,3513,791.0,1875,694,3.1838,0,182000
567,25,2615,368.0,935,366,6.6727,0,305100
568,20,2636,691.0,1142,627,2.1083,0,162500
569,14,3287,793.0,1601,716,3.1719,0,220500
570,22,3526,510.0,1660,508,5.6642,0,237000
571,23,3516,661.0,1465,623,4.2569,0,213100
572,23,3741,537.8705525375618,1339,499,6.7061,0,322300
573,19,3192,612.0,1317,594,4.125,0,267100
574,18,2077,298.0,937,292,6.3809,0,273600
575,25,2652,335.0,1062,334,7.5898,0,330200
576,24,5732,873.0,2444,888,5.6292,0,231400
577,22,2105,354.0,993,365,4.6602,0,227800
578,22,5175,1213.0,2804,1091,2.85,0,144600
579,21,5541,776.0,2214,737,5.5777,0,279300
580,21,4712,624.0,1773,615,6.0918,0,344800
581,26,5077,640.0,1872,636,7.4713,0,351200
582,23,3318,408.0,1124,393,6.5847,0,358800
583,21,10093,1269.0,3645,1219,7.6877,0,367700
584,29,5438,871.0,2310,890,5.0362,0,275300
585,15,5393,1422.0,2133,1288,4.1612,0,232800
586,21,4985,1590.0,2575,1458,3.1002,0,114300
587,25,7201,1521.0,3264,1433,3.7433,0,252100
588,26,3872,739.0,1629,684,4.4312,0,225000
589,28,2377,469.0,1068,435,4.4561,0,250000
590,18,9576,1455.0,3486,1380,7.0895,0,306900
591,28,3410,746.0,1428,670,4.3864,0,266800
592,39,3018,501.0,1223,489,6.2924,0,283900
593,29,4133,770.0,1691,744,5.1097,0,288000
594,34,4781,703.0,1879,714,6.5378,0,340900
595,24,4125,1020.0,1699,873,2.9526,0,271000
596,32,2676,484.0,986,473,4.6528,0,335700
597,33,2423,322.0,998,346,7.5349,0,349100
598,32,4498,862.0,1818,851,4.8088,0,321200
599,20,5467,1044.0,2310,963,5.6986,0,275800
600,29,6349,858.0,2450,778,7.5,0,356200
601,32,3250,550.0,1230,557,4.6424,0,312700
602,29,3025,477.0,1035,452,6.112,0,390600
603,27,6039,780.0,2181,761,9.5862,0,469400
604,22,6719,1068.0,2843,994,6.1265,1,260300
605,23,2564,347.0,1043,351,6.2048,1,275000
606,19,5721,837.0,2653,813,6.2631,1,266000
607,17,2559,370.0,1238,377,6.2781,1,269800
608,16,3326,419.0,1272,402,6.8806,1,343500
609,16,5121,735.0,2464,761,6.6204,1,296100
610,17,5688,824.0,2111,773,6.6131,1,312500
611,17,3354,422.0,1457,425,7.6473,1,345800
612,16,2498,330.0,1027,343,8.155,1,343700
613,18,2903,387.0,1127,372,5.5921,1,359100
614,17,3279,418.0,1222,381,7.9168,1,356000
615,16,3873,484.0,1451,501,6.7857,1,341300
616,13,7241,1007.0,3221,947,7.2216,1,324600
617,30,3917,549.0,1330,544,6.5617,0,386600
618,20,2206,458.0,926,432,4.6042,1,256400
619,14,8213,1364.0,3283,1286,5.1755,1,294800
620,21,3521,447.0,1396,467,8.2673,0,358700
621,16,3031,438.0,1087,421,7.3732,0,287300
622,14,3056,369.0,1209,377,8.4352,0,441400
623,25,3004,393.0,1145,376,7.2655,0,494000
624,29,7479,977.0,2744,943,7.5139,2,398200
625,16,2939,380.0,1177,396,8.0839,1,372000
626,18,9117,1248.0,3280,1167,8.003,1,351300
627,34,5683,755.0,1962,723,8.3678,0,455300
628,21,3282,653.0,1398,601,5.2079,0,310300
629,32,2372,516.0,1067,492,4.3235,0,279500
630,37,4005,614.0,1602,606,6.4666,0,348200
631,35,2785,362.0,1001,363,8.0448,0,433300
632,30,3227,733.0,1260,684,4.125,0,257100
633,34,6986,1096.0,2865,1124,6.2275,0,394400
634,24,6130,1359.0,1750,1286,2.9167,0,102700
635,17,7475,1556.0,2092,1449,3.6437,0,186500
636,16,5187,1014.0,1512,986,4.4551,0,252400
637,35,3701,528.0,1511,517,7.2315,0,367100
638,27,5484,760.0,2212,770,7.6202,0,402600
639,33,3398,500.0,1351,457,6.5814,0,314200
640,18,5252,686.0,1870,657,8.0074,0,454100
641,26,4048,513.0,1486,498,7.6717,0,416500
642,26,2269,317.0,918,313,6.6657,0,364500
643,19,5130,741.0,1887,712,7.203,0,369900
644,20,6201,1182.0,2415,1141,4.5744,0,314000
645,27,9147,1276.0,3371,1269,7.3267,0,389900
646,24,2131,343.0,874,373,5.6349,0,355600
647,16,4596,705.0,1480,650,7.52,0,370200
648,36,3359,493.0,1298,483,8.1586,0,404300
649,33,4449,636.0,1684,617,8.9571,0,399700
650,32,3633,508.0,1393,506,7.6917,0,401800
651,33,3626,502.0,1348,480,7.6107,0,423200
652,37,3881,560.0,1315,517,7.3195,0,367500
653,18,4845,735.0,1634,734,8.1489,0,499000
654,26,3084,505.0,1557,501,5.1582,2,194700
655,25,4026,791.0,1850,709,4.1483,2,181200
656,21,3153,411.0,1318,431,6.8642,2,285400
657,18,2808,337.0,1038,337,8.3956,0,353600
658,16,2638,345.0,1055,334,8.1163,0,365800
659,14,5332,884.0,2093,839,5.2798,2,237400
660,18,2541,355.0,986,346,7.1978,2,288000
661,16,3421,427.0,1341,428,7.5695,2,320400
662,16,2876,391.0,1089,377,6.299,2,286900
663,15,3338,532.0,1834,520,5.6293,0,197600
664,15,2150,327.0,1094,324,6.0224,0,198500
665,31,3029,500.0,1236,487,5.6022,0,197000
666,25,2239,361.0,928,353,4.4474,0,203700
667,41,2512,539.0,1179,480,2.694,0,123000
668,26,2335,413.0,980,417,3.4471,0,178900
669,16,4986,1081.0,2805,1016,4.025,0,173200
670,32,2159,393.0,981,369,4.3173,0,175400
671,34,1712,317.0,956,341,4.4394,0,162000
672,26,3735,641.0,1708,633,4.621,0,191100
673,18,4123,874.0,1895,772,3.2759,0,195000
674,28,3801,622.0,1654,571,4.375,0,193300
675,28,2038,329.0,947,349,5.1178,0,198000
676,16,4921,737.0,2312,725,5.8899,0,243200
677,23,3455,479.0,1375,474,6.0289,0,218600
678,16,2084,315.0,1154,307,6.0102,0,235600
679,16,2978,411.0,1531,400,6.5006,0,237700
680,14,2338,391.0,1003,398,4.2269,0,170500
681,30,4030,772.0,1777,718,3.6393,0,184000
682,34,2854,528.0,1211,452,3.5353,0,164700
683,20,3426,632.0,1512,580,4.4911,0,227400
684,35,1811,377.0,911,340,3.375,0,149700
685,20,7578,1426.0,3637,1362,4.4387,0,190000
686,37,1887,353.0,895,359,4.45,0,196600
687,38,2172,403.0,945,384,4.3958,0,194200
688,25,6508,1137.0,3259,1081,4.2348,0,157800
689,25,3807,806.0,1821,792,3.6518,0,164300
690,29,2347,464.0,1135,490,3.9722,0,161000
691,26,3054,492.0,1495,496,4.6944,0,171100
692,35,3779,711.0,2493,679,2.9781,0,109000
693,29,3108,534.0,1687,516,4.3333,0,170800
694,24,4865,968.0,2315,893,4.2852,0,173500
695,32,2275,397.0,1233,418,4.0437,0,162800
696,33,2014,410.0,1354,427,3.9773,0,131300
697,34,3756,726.0,2237,686,3.7562,0,132900
698,32,1991,504.0,1139,423,2.0353,0,113600
699,43,2178,482.0,1545,471,2.5863,0,112200
700,31,2892,685.0,2104,641,3.2188,0,113800
701,33,1595,292.0,991,300,4.6937,0,134100
702,19,5151,1335.0,2548,1165,3.3125,0,158800
703,32,1967,348.0,1144,364,4.4135,0,150100
704,45,1982,376.0,1179,398,3.5463,0,130800
705,19,2237,580.0,1438,551,2.3382,0,120700
706,36,2191,531.0,1563,524,2.5164,0,114200
707,29,1899,524.0,1357,443,1.875,0,97200
708,35,1326,346.0,1023,295,2.0724,0,97700
709,31,2449,595.0,1801,548,2.6328,0,110300
710,34,1428,335.0,1272,319,2.5461,0,93900
711,25,1728,403.0,934,412,3.375,0,133700
712,35,1612,354.0,887,331,2.5769,0,146100
713,22,2099,569.0,1135,509,2.1915,0,120800
714,33,1817,441.0,1220,389,2.5382,0,103600
715,38,2751,522.0,1390,489,3.7277,0,165100
716,45,1585,329.0,981,373,3.0313,0,135800
717,44,1788,368.0,933,329,2.875,0,133400
718,39,1986,427.0,1041,385,3.2333,0,135100
719,45,2142,431.0,1318,431,3.0737,0,111600
720,42,1485,290.0,971,303,3.6094,0,114600
721,47,2313,433.0,947,430,3.942,0,143300
722,44,1917,444.0,936,435,2.7391,0,140300
723,42,2206,451.0,989,444,3.125,0,143900
724,45,2112,493.0,1406,452,2.3456,0,105200
725,34,1880,459.0,1358,422,1.6571,0,105200
726,19,1334,366.0,1048,316,1.7865,0,88000
727,18,3507,711.0,1224,676,5.0524,0,269800
728,47,3453,779.0,1353,728,4.016,0,274500
729,30,2515,481.0,1327,428,2.1287,0,95000
730,39,2002,416.0,1166,395,1.7257,0,91500
731,42,1796,389.0,1107,372,1.9375,0,87000
732,36,1954,513.0,1437,440,1.125,0,93800
733,34,2326,471.0,1356,441,2.3475,0,90300
734,27,2158,424.0,1220,442,3.0156,0,111500
735,32,2389,652.0,1672,584,1.4423,0,88300
736,45,2225,486.0,1304,459,2.64,0,112100
737,29,2304,399.0,1377,454,5.0187,0,140600
738,26,3887,779.0,2512,740,2.2301,0,122400
739,28,4649,977.0,2606,953,3.2674,0,129100
740,34,2669,647.0,1341,555,2.6399,0,119600
741,39,2955,696.0,1417,682,2.7628,0,167800
742,43,2549,511.0,1060,528,3.6417,0,178400
743,45,3924,834.0,1992,773,4.1146,0,177800
744,39,2505,371.0,872,345,5.3433,0,286500
745,36,2403,408.0,917,404,5.0399,0,253400
746,40,3056,489.0,1103,481,5.1067,0,247300
747,32,3943,605.0,1524,614,6.0677,0,321600
748,43,2116,407.0,900,361,4.1587,0,212200
749,39,2686,569.0,1159,559,2.9441,0,200400
750,40,2866,617.0,1305,589,3.6321,0,209100
751,37,2125,489.0,912,462,2.9219,0,217200
752,41,2053,435.0,873,415,3.4091,0,223000
753,30,1772,471.0,880,437,2.2672,0,162500
754,38,2591,424.0,905,378,5.1691,0,263200
755,49,3191,516.0,1148,507,6.3538,0,333700
756,41,3009,482.0,1053,490,5.828,0,324400
757,16,2739,480.0,1259,436,3.7557,3,109400
758,20,2673,538.0,1282,514,2.4605,3,105900
759,21,2696,578.0,1208,494,2.275,3,122400
760,17,2677,531.0,1244,456,3.0313,3,103600
761,17,3276,628.0,3546,585,2.2868,3,103100
762,21,2046,580.0,952,353,1.7245,2,92200
763,25,1789,536.0,1134,396,2.32,2,91300
764,22,2731,632.0,1215,483,2.83,2,110500
765,27,2682,606.0,1010,399,3.15,2,86900
766,17,8005,1382.0,999,383,3.9722,2,313400
767,22,3080,610.0,1045,425,2.996,2,126100
768,17,2732,609.0,1005,499,1.9851,2,86700
769,16,3109,572.0,885,334,3.5,2,134700
770,15,3831,625.0,984,328,5.0718,2,162500
771,15,3042,588.0,918,336,3.8333,2,118800
772,19,2429,459.0,883,300,3.017,2,97600
773,15,3876,778.0,1960,691,2.902,2,127300
774,15,5218,711.0,1949,659,4.7083,2,213300
775,13,3432,516.0,1286,470,5.584,2,186600
776,13,2692,470.0,1302,420,4.0,2,167400
777,17,3685,775.0,1714,734,2.2269,2,128300
778,17,2616,492.0,1158,457,2.8807,2,142600
779,38,2005,385.0,882,353,2.5104,2,120500
780,28,4236,877.0,2008,881,2.1603,2,111300
781,29,2259,482.0,1099,463,2.3314,2,121600
782,21,3509,606.0,1576,564,2.6392,2,148500
783,31,3117,616.0,1606,588,2.9844,2,127900
784,19,4414,767.0,1865,699,3.6406,2,150900
785,35,2104,403.0,1060,400,2.1682,2,138100
786,19,2325,430.0,967,376,2.9,2,158700
787,17,3145,621.0,1432,559,2.7201,2,117500
788,13,4492,821.0,2093,734,4.0709,2,151700
789,14,2925,625.0,1226,437,2.5865,2,133800
790,19,2715,596.0,1301,473,2.5042,2,126400
791,14,8396,1578.0,3952,1474,3.0565,2,118800
792,17,2319,430.0,1126,372,3.5511,2,155900
793,18,5928,1097.0,2697,1096,3.4872,2,141400
794,13,5036,1034.0,2243,923,2.3319,2,138500
795,20,1855,519.0,1091,443,1.5547,2,93900
796,15,1461,415.0,924,356,2.5045,2,90300
797,19,2788,614.0,1365,525,2.7813,2,120300
798,13,2343,409.0,1347,405,4.0027,2,93100
799,27,2845,417.0,1219,460,4.9196,2,117900
800,30,2437,349.0,1005,380,7.2211,2,171700
801,23,2097,385.0,911,405,3.5128,2,121600
802,26,2645,1005.0,1660,991,0.6991,2,89500
803,19,3972,585.0,1586,560,5.2608,2,151400
804,20,2512,449.0,1464,450,3.9211,2,92300
805,19,2546,463.0,1257,418,2.9013,2,89500
806,35,2080,365.0,1026,333,3.5781,2,92800
807,30,1694,312.0,1008,321,2.2466,2,96000
808,34,1768,303.0,888,314,3.8088,2,87700
809,15,2175,564.0,1194,482,2.6767,2,87500
810,22,1970,332.0,1066,319,3.3125,2,106100
811,17,1987,335.0,1152,313,4.1719,2,126400
812,20,1745,348.0,1093,302,2.3194,2,90600
813,19,2627,502.0,1295,441,3.087,2,88200
814,29,2205,366.0,1072,345,3.8056,2,165400
815,15,2563,335.0,1080,356,6.7181,2,160300
816,14,1876,324.0,1031,311,3.6563,2,88800
817,14,2351,341.0,1128,363,6.9903,2,141200
818,14,2982,412.0,1408,423,5.3241,2,123000
819,17,3012,408.0,987,362,7.4201,2,229700
820,16,2868,376.0,1016,379,6.1175,2,144700
821,17,2807,376.0,996,353,5.5357,2,167700
822,25,3305,551.0,1149,500,5.0698,2,150900
823,18,2789,378.0,937,364,7.7062,2,188300
824,15,2058,412.0,891,378,3.2569,2,124400
825,17,2340,370.0,1174,396,4.2304,2,94400
826,19,6789,1200.0,2325,1109,4.049,2,126000
827,25,2330,462.0,1215,467,3.2143,2,93000
828,23,4358,819.0,1852,802,3.4167,2,105200
829,24,5377,1005.0,2010,982,3.4542,2,121200
830,33,3972,594.0,1324,561,5.4513,2,143300
831,24,3756,681.0,1586,739,3.8571,2,90100
832,29,2806,552.0,1242,540,3.5958,2,88800
833,43,2382,431.0,874,380,3.5542,2,96500
834,34,2679,460.0,1141,470,3.2642,2,89600
835,25,2718,504.0,1257,465,2.3333,2,90600
836,17,6932,1486.0,3056,1453,2.3375,2,99300
837,25,5016,537.8705525375618,2133,928,3.625,2,89500
838,18,4164,741.0,1817,681,4.2153,2,95200
839,22,2803,438.0,1234,457,4.5179,2,99600
840,20,3214,446.0,1360,463,5.2595,2,110900
841,19,3237,507.0,1378,510,4.7804,2,101100
842,16,2360,355.0,1034,359,5.0635,2,108500
843,15,2793,436.0,1411,441,4.9292,2,109400
844,14,4675,829.0,2235,787,4.1098,2,108200
845,17,2236,315.0,992,312,6.9405,2,165200
846,20,2655,432.0,1081,379,4.5398,2,143100
847,15,2373,364.0,1280,386,5.308,2,167500
848,15,2727,500.0,1228,436,3.5078,2,109000
849,14,3348,491.0,1584,493,5.0828,2,111400
850,16,2627,613.0,1054,623,1.9483,2,112500
851,13,2589,413.0,1356,435,5.0253,2,106200
852,15,3303,512.0,1687,505,4.81,2,93600
853,16,2668,454.0,1536,457,3.9792,2,88900
854,13,1524,366.0,994,370,2.5446,2,93800
855,15,2892,496.0,1634,501,4.4934,2,88000
856,15,2397,353.0,1258,347,4.9904,2,157300
857,14,4872,656.0,2085,617,5.6739,2,173800
858,22,4126,614.0,1795,613,4.925,2,154700
859,20,2822,479.0,1372,455,4.5625,2,136900
860,13,6135,863.0,2473,774,5.4895,2,156700
861,19,3225,548.0,1760,542,4.0227,2,126500
862,19,3351,589.0,1578,542,3.2917,2,160100
863,18,1802,332.0,945,292,3.4044,2,115300
864,25,1784,312.0,904,303,3.625,2,107600
865,37,1486,296.0,977,290,3.5074,2,93800
866,24,2532,555.0,1564,507,2.3359,2,92400
867,16,4199,794.0,2140,722,3.332,2,111800
868,16,2904,551.0,1467,509,3.1736,2,111800
869,17,2052,405.0,975,340,2.6902,2,94400
870,13,2813,579.0,1385,512,2.2202,2,100000
871,13,3963,812.0,1905,671,2.2278,2,90500
872,26,1922,339.0,1148,332,2.6058,2,92200
873,17,2287,390.0,1330,393,4.0197,2,88000
874,34,2065,343.0,1041,313,3.2917,2,111500
875,16,2703,415.0,1106,372,4.2045,2,120900
876,19,2746,495.0,1670,518,3.2019,2,95700
877,20,1741,331.0,1466,289,2.5921,2,94200
878,18,1524,414.0,2030,356,2.1153,2,112500
879,29,1563,293.0,883,288,2.8182,2,90500
880,34,2051,342.0,958,322,2.8466,2,95300
881,13,2171,339.0,951,353,4.8516,3,116100
882,41,2127,358.0,911,349,3.1711,3,104200
883,46,3042,597.0,1206,541,2.1135,3,90600
884,37,2692,488.0,1263,486,3.0216,3,86400
885,35,2426,423.0,982,432,3.4219,3,92800
886,27,3046,605.0,1407,571,2.9143,3,99600
887,24,2858,511.0,1388,512,3.375,3,100600
888,34,2142,420.0,1056,382,2.1101,3,86900
889,34,4183,537.8705525375618,1891,669,3.2216,3,98100
890,31,2414,428.0,1005,401,3.5156,3,143000
891,22,2588,435.0,1198,442,3.9792,1,133900
892,29,1710,469.0,990,425,1.1479,3,101100
893,18,4032,798.0,1948,775,2.7321,3,92600
894,25,2395,431.0,983,375,3.0469,1,136000
895,22,3263,799.0,1384,578,2.4708,3,119400
896,26,1633,380.0,890,370,1.9741,3,97900
897,21,1513,319.0,943,301,3.538,1,102700
898,18,3297,662.0,1554,578,2.6847,3,111300
899,18,2250,484.0,1248,472,2.5893,3,99600
900,17,1661,329.0,948,357,2.7639,3,90200
901,23,2103,411.0,1019,387,2.9911,3,119700
902,28,3513,634.0,1658,598,3.8095,1,119900
903,17,2026,338.0,873,313,4.0357,3,128900
904,18,2581,499.0,1375,503,2.8446,3,100500
905,21,5694,1056.0,2907,972,3.5363,3,90100
906,43,2131,399.0,910,389,2.5804,3,92100
907,32,1878,340.0,937,353,3.4408,1,95200
908,24,2978,553.0,1370,480,2.7644,1,97300
909,31,1854,365.0,883,310,2.3167,1,92600
910,25,1899,357.0,891,355,2.6987,1,92500
911,35,2052,477.0,900,402,1.9625,1,101500
912,17,2019,496.0,899,347,2.1864,1,101900
913,33,2266,365.0,952,360,5.4349,2,143000
914,21,2164,480.0,1164,421,3.8177,2,107200
915,16,2276,594.0,1184,513,1.875,2,93800
916,25,2007,301.0,1135,332,5.128,2,99600
917,29,2321,367.0,1173,360,4.0375,2,86400
918,15,3414,666.0,2097,622,2.3319,2,91200
919,18,3631,913.0,3565,924,1.5931,2,88400
920,16,3806,794.0,1501,714,2.1212,2,108300
921,19,2460,405.0,1225,425,4.1576,2,141500
922,19,2682,518.0,1134,399,3.2132,2,166000
923,26,3135,524.0,1385,523,4.337,2,139700
924,21,3302,557.0,1413,520,4.375,2,180400
925,34,2465,619.0,1172,575,1.9722,2,116100
926,25,3295,824.0,1477,770,1.8325,2,105800
927,38,1813,410.0,902,396,2.3261,2,98400
928,22,3480,673.0,1541,636,2.75,2,94500
929,23,2311,487.0,1019,384,2.2574,2,104700
930,14,3520,604.0,1748,582,4.3162,2,87100
931,19,3889,832.0,1872,731,2.6812,2,107600
932,43,2225,392.0,890,374,4.0208,2,90400
933,44,2250,378.0,928,379,4.3906,2,93900
934,28,4667,875.0,2404,841,3.2325,2,89000
935,29,3548,729.0,1542,659,2.947,2,87100
936,23,4483,894.0,2136,883,3.6875,2,101700
937,27,2473,400.0,1271,427,3.5524,2,89100
938,34,2047,347.0,888,352,3.6734,2,92900
939,35,2220,388.0,906,373,3.5938,2,95200
940,26,4800,831.0,2365,743,3.7533,2,87000
941,21,3999,727.0,1889,688,3.875,2,99500
942,14,5548,941.0,2815,935,4.2214,2,104600
943,27,3074,452.0,1223,452,5.4592,2,139100
944,13,3137,417.0,1318,397,7.7751,2,194100
945,14,2458,433.0,1352,411,3.5441,2,87000
946,28,4513,764.0,1593,763,2.9821,2,118700
947,16,4507,1049.0,2261,959,3.3261,2,118400
948,19,5254,894.0,2155,831,4.6705,2,110700
949,14,3580,984.0,1933,912,2.6637,2,175000
950,17,2387,437.0,1204,423,4.0529,2,106200
951,24,4119,865.0,1294,879,2.4123,2,86200
952,16,4201,786.0,1667,724,4.8839,2,134100
953,18,4070,512.0,1580,540,10.5941,2,245800
954,25,3081,635.0,1830,591,2.5804,2,97900
955,18,3278,762.0,1338,550,2.9891,2,116500
956,30,2817,604.0,1089,412,3.1364,2,123500
957,14,4054,787.0,1581,579,3.0882,2,148200
958,19,4190,690.0,1973,702,3.9929,2,88300
959,24,2585,480.0,1442,424,2.8452,2,104700
960,13,4527,713.0,2170,671,4.8266,2,146200
961,23,3166,700.0,1097,493,2.6288,2,96000
962,18,3303,814.0,986,522,1.5957,2,101400
963,15,5907,1257.0,2310,1001,2.3125,2,96900
964,15,3253,573.0,1408,586,5.2043,2,95700
965,18,4334,641.0,1777,661,6.0653,2,105300
966,13,2566,449.0,1181,414,4.1518,2,91800
967,21,1739,425.0,945,362,3.4015,2,86500
968,15,2180,416.0,960,370,2.875,2,87800
969,19,3109,640.0,1457,620,2.6417,2,94900
970,30,1860,337.0,1123,347,3.4926,2,94200
971,26,1912,339.0,1002,311,3.0375,2,126300
972,14,3400,618.0,1867,612,3.9926,2,92500
973,16,1717,277.0,903,289,4.3438,2,93100
974,29,1871,315.0,1066,309,4.5714,2,100800
975,15,1724,374.0,947,391,3.1094,2,91900
976,13,2360,340.0,1055,312,5.2134,2,97400
977,23,3182,563.0,1525,585,3.8108,2,90400
978,16,2048,373.0,1052,388,4.0909,2,92800
979,20,2673,452.0,1394,449,2.625,2,97400
980,35,2011,349.0,970,300,2.395,2,94100
981,21,2202,484.0,1000,381,2.4423,2,102300
982,16,3715,810.0,943,510,1.7446,2,109400
983,17,4162,967.0,889,414,3.4187,2,200500
984,20,2067,384.0,904,333,2.9934,1,134200
985,29,2781,537.8705525375618,890,310,1.9906,2,96600
986,19,4462,828.0,2229,777,3.5536,2,105700
987,17,3391,623.0,1529,571,3.4028,2,91000
988,27,5205,859.0,2363,888,6.1946,1,276100
989,33,3177,713.0,1845,612,4.008,1,191100
990,37,2824,633.0,1619,573,3.5568,1,184500
991,42,2186,423.0,1145,439,4.81,1,191900
992,35,2045,450.0,1166,407,3.5214,1,197600
993,29,2559,537.8705525375618,1886,769,2.6036,1,162100
994,19,1988,594.0,1399,527,2.4727,1,175000
995,37,2489,454.0,1215,431,5.0234,1,257600
996,35,2091,360.0,879,326,4.4485,1,261900
997,30,2180,369.0,1050,390,6.3688,1,277600
998,32,2542,526.0,1278,493,4.45,1,263600
999,29,3390,580.0,1543,576,5.6184,1,316900
1000,31,6434,1188.0,3540,1131,4.2639,1,293300
1001,34,3258,610.0,1810,633,5.1145,1,219900
1002,38,2264,460.0,1124,388,4.2685,1,189600
1003,34,1797,363.0,948,363,4.1339,1,187300
1004,32,3690,791.0,1804,715,4.4875,1,222700
1005,30,3214,513.0,1700,533,4.6944,1,248200
1006,29,3034,732.0,1776,702,3.1349,1,230200
1007,34,2795,460.0,1267,443,6.1464,1,354400
1008,34,3677,573.0,1598,568,6.838,1,378000
1009,28,1643,489.0,1142,458,3.1607,1,200600
1010,36,1882,453.0,1005,409,3.8,1,217100
1011,24,5106,1010.0,2310,957,4.4375,1,191500
1012,24,4694,820.0,3566,777,4.4818,1,166200
1013,22,4428,825.0,3152,836,4.7932,1,166300
1014,32,1591,320.0,1818,306,4.2969,1,145800
1015,32,2574,531.0,2609,472,3.7566,1,146700
1016,22,3517,810.0,3134,847,2.6652,1,164800
1017,34,1999,427.0,2391,439,2.8,1,144300
1018,30,1384,308.0,2054,301,3.0132,1,142600
1019,30,1246,373.0,1990,369,3.5104,1,140900
1020,37,1269,348.0,1835,335,3.2583,1,147200
1021,37,1545,341.0,1909,352,3.6791,1,148100
1022,35,1447,335.0,1630,306,2.9205,1,143100
1023,26,1788,521.0,2582,484,2.1062,1,136400
1024,37,1789,424.0,2279,411,3.9,1,138600
1025,35,2700,702.0,3444,679,1.4867,1,124000
1026,13,4379,872.0,2560,853,4.2538,1,154300
1027,13,1872,497.0,1927,432,2.2019,1,134200
1028,18,3447,857.0,3663,817,3.2284,1,157100
1029,17,2049,548.0,2243,541,2.525,1,163700
1030,36,1430,331.0,1502,312,3.6292,1,145200
1031,34,2657,515.0,1948,532,4.233,1,157400
1032,18,5891,920.0,2882,911,5.901,1,235600
1033,14,6235,1286.0,3568,1190,4.1724,1,211600
1034,29,3334,712.0,2919,718,3.6548,1,180300
1035,18,6572,1105.0,3473,1067,5.2987,1,203400
1036,28,3187,569.0,2205,559,5.1668,1,187400
1037,30,3027,604.0,1970,590,4.3409,1,156000
1038,14,4151,941.0,3163,915,4.0301,1,154300
1039,22,3182,822.0,2661,746,2.7472,1,160100
1040,38,1595,314.0,1181,327,3.4,1,155500
1041,23,3481,641.0,1952,682,4.26,1,189400
1042,32,2424,476.0,2291,419,4.0337,1,158500
1043,24,2920,601.0,1460,598,4.2708,1,218200
1044,13,2664,518.0,1468,521,4.8988,1,325200
1045,16,2495,551.0,2314,567,3.6736,1,192200
1046,24,3668,890.0,3151,810,3.0526,1,183300
1047,18,4256,987.0,3401,955,4.2935,1,190000
1048,26,4516,611.0,1714,581,9.2873,1,431800
1049,27,2535,389.0,1071,386,6.8695,1,319400
1050,31,3508,585.0,1957,588,6.6458,1,285500
1051,18,7498,976.0,3189,955,8.1248,1,374000
